skill,domain,difficulty,question_text_latex,source_directory
Nonlinear functions,Advanced Math,Medium,The function $f$ is defined by $f(x) = x^3 - 4x^2 + 10$. What is the value of $f(-3)$?,../psat
Nonlinear functions,Advanced Math,Medium,"A person invests $\$5,000 in an account that earns 4% annual interest, compounded annually. Which function $A(t)$ represents the value of the investment, in dollars, after $t$ years?",../psat
Nonlinear functions,Advanced Math,Medium,"The quadratic function graphed above models the weekly profit of a company as a function of the price of its product. According to the model, which of the following is closest to the price, in dollars, at which the company's weekly profit is greatest?",../psat
Nonlinear functions,Advanced Math,Medium,"$M(t) = 150(0.7)^t$ The function $M$ models the amount of a certain medication, in milligrams, in a patient's bloodstream $t$ hours after it was administered. According to this model, what is the best interpretation of the number 150 in the function?",../psat
Nonlinear functions,Advanced Math,Medium,The function $f$ is defined by $f(x) = x^2 - 8x + 15$. Which of the following is an x-intercept of the graph of $y=f(x)$ in the xy-plane?,../psat
Nonlinear functions,Advanced Math,Medium,The function $h$ is defined by $h(t) = 64 t^{\frac{2}{3}}$. What is the value of $h(8)$?,../psat
Nonlinear functions,Advanced Math,Medium,The function $f$ is defined by $f(x) = x^3 + 2x$. The graph of $y=g(x)$ in the xy-plane is the result of reflecting the graph of $y=f(x)$ across the x-axis. Which equation defines function $g$?,../psat
Nonlinear functions,Advanced Math,Medium,"The area of a circle is given by the function $A(r) = \pi r^2$, where $r$ is the radius. A circular oil spill is growing such that its radius in feet after $t$ hours is given by $r(t) = 3t$. Which of the following functions $A(t)$ represents the area of the spill, in square feet, after $t$ hours?",../psat
Nonlinear functions,Advanced Math,Medium,"A car was purchased for $\$25,000. Its value depreciates by 15% each year. Which function $V(t)$ gives the car's value, in dollars, $t$ years after it was purchased?",../psat
Nonlinear functions,Advanced Math,Medium,The function $f$ is defined by $f(x) = \frac{100}{x+3}$. What is the value of $f(17)$?,../psat
Nonlinear functions,Advanced Math,Medium,The function $f(x) = x^2$ is graphed in the xy-plane. The graph of the function $g(x)$ is the result of translating the graph of $f(x)$ four units to the right. Which of the following is the equation for $g(x)$?,../psat
Nonlinear functions,Advanced Math,Medium,"The temperature $T$, in degrees Celsius, of a cup of coffee $t$ minutes after it is poured is modeled by the function $T(t) = 20 + 75(0.85)^t$. Which of the following is the best interpretation of $T(5) \approx 53.2$ in this context?",../psat
Nonlinear functions,Advanced Math,Medium,"For a quadratic function given by $y = a(x-h)^2 + k$, the vertex is at the point $(h, k)$. What are the coordinates of the vertex of the parabola with the equation $y = (x-3)^2 + 5$?",../psat
Nonlinear functions,Advanced Math,Medium,The function $f$ is defined by $f(x) = |x^2 - 20|$. What is the value of $f(4)$?,../psat
Nonlinear functions,Advanced Math,Medium,"The volume of a sphere is given by the function $V(r) = \frac{4}{3}\pi r^3$, where $V(r)$ is the volume and $r$ is the radius of the sphere. Which of the following is the best interpretation of the term $r$ in this context?",../psat
Nonlinear functions,Advanced Math,Medium,The function $g$ is defined by $g(x) = x^3 - 10$. For what positive value of $x$ is $g(x) = 115$?,../psat
Nonlinear functions,Advanced Math,Medium,The function $f$ is defined by $f(x) = \frac{x+8}{x-1}$. What is the value of $f(4)$?,../psat
Nonlinear functions,Advanced Math,Medium,The function $f$ is defined by $f(x) = 5(x-2)^2+3$. The function $g$ is defined by $g(x)=f(x)-8$. What is the y-coordinate of the vertex of the graph of $y=g(x)$?,../psat
Nonlinear functions,Advanced Math,Medium,"A population of yeast cells in a lab culture grows according to the function $P(t) = 100(2)^{t/3}$, where $P(t)$ is the number of cells and $t$ is the time in hours. Which statement is the best interpretation of the number 3 in this context?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"$10, 12, 15, 18, 20$

What is the mean of the data shown?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"$3, 5, 10, 12, 15, 17$

What is the median of the data shown?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"$25, 13, 42, 18, 30$

What is the range of the data shown?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"$5, 10, 8, 10, 7, 10, 8$

What is the mode of the data set shown?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"The mean of the data set $6, 8, 10, 11, x$ is 10. What is the value of $x$?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,A basketball player scored a total of 150 points in 10 games. Which of the following must be true based on this information?,../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"Data set P: $3, 5, 8, 11, 12$
Data set Q: $2, 4, 7, 10, 13$

Which statement correctly compares the medians of data set P and data set Q?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"The table below shows the frequency of scores on a recent quiz.

| Score | Frequency |
|---|---|
| 1 | 3 |
| 2 | 2 |
| 3 | 1 |
| 4 | 4 |

What is the median score?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"Data set A: $10, 20, 30$
Data set B: $10, 20, 30, 100$

Which statement correctly compares the mean of data set A and the mean of data set B?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"19, 12, 25, 12, 18, 21, 15

What is the median of the data shown?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"A student has scores of 85, 92, and 88 on three math tests. What score does the student need on the fourth test to have a mean score of 90?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"$2, 4, 4, 6, 9$

For the data set shown, which of the following is true?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"The daily sales for a cafe over 5 days were \$120, \$150, \$130, \$160, and \$200. What was the mean daily sale for this period?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"The median of the ordered data set $5, 8, x, 15, 18$ is 11. What is the value of $x$?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,Which of the following data sets has a mean of 10?,../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"The list $65, 68, 72, 71, 66, 75, 70$ shows the high temperatures in degrees Fahrenheit for a city over 7 consecutive days. What is the range of the high temperatures?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"$5, 6, 7, 8, 24$

For the data set shown, which of the following statements is true?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"What is the median of the data set $101, 105, 108, 112, 115, 120, 121$?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"Data set A: $20, 30, 40$
Data set B: $15, x, 45$

If the mean of data set A is equal to the mean of data set B, what is the value of $x$?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"The dot plot shows the number of pets for each of 8 students. What is the mean number of pets?

(A dot plot with 2 dots at 1, 3 dots at 2, 1 dot at 3, and 2 dots at 4)",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"What is the median of the data set $15, 20, 25, 35, 40, 50$?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"The scores for two basketball players in their last 5 games are shown below.
Player A: $10, 12, 15, 18, 20$
Player B: $8, 16, 16, 16, 19$

I. The mean score for Player A is equal to the mean score for Player B.
II. The median score for Player A is less than the median score for Player B.

Which of the statements is/are true?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"A farmer recorded the number of eggs laid by his chickens each day for a week: $8, 7, 9, 8, 10, 6, 8$. What is the mode of this data?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"A set of four numbers has a mean of 9. Three of the numbers are 5, 9, and 12. What is the fourth number?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Easy,"What is the mean of the numbers $4, 0, 7, 2, 7$?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Medium,"A student's scores on five quizzes are 78, 85, 91, 88, and $x$. If the mean of the five scores is 86, what is the value of $x$?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Medium,"The following list shows the number of goals scored by a soccer team in its first 7 games: $2, 3, 0, 1, 4, 3, 2$. The team scores $x$ goals in its 8th game. If the median number of goals for all 8 games is $2.5$, which of the following could be the value of $x$?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Medium,"The dot plot shows the number of siblings for each of the 21 students in a class. The distribution is skewed to the right. Which of the following statements best describes the relationship between the mean and median of the data? \\ (Image description: A dot plot with dots at 0 (5), 1 (8), 2 (4), 3 (2), 4 (1), 6 (1).)",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Medium,"A dataset consists of the monthly salaries of 10 employees. The mean is \$4000 and the median is \$3800. If the highest salary in the dataset is increased by \$1000, which of the following measures MUST change?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Medium,"$11, 2, 19, -4, 8, 15, 0$ \\ What is the range of the given data?",../psat
One-variable data Distributions and measures of center and spread,Problem-Solving and Data Analysis,Medium,"Class A has 20 students and their average test score was 85. Class B has 30 students and their average test score was 75. If the two classes are combined, what is the mean score of all 50 students?",../psat
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,"The table shows the distribution of 90 students in a school band, categorized by the instrument they play and their grade level. If a student is selected at random from the band, what is the probability that the student plays a brass instrument?",../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,"A local library sorted 200 of its books by genre and format, as shown in the table. If a book is chosen at random from this collection, what is the probability that it is a paperback?",../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,"The bar chart shows the number of cars in a parking lot, categorized by color. If a car is selected at random from the lot, what is the probability that the car is silver?",../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,A group of 80 people were surveyed about their coffee preferences. The results are summarized in the table. What is the probability that a randomly selected person from this group is under 30 years old?,../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,"The Venn diagram shows the number of students in a class of 35 who play soccer, basketball, or both. If a student is chosen at random, what is the probability that the student plays soccer?",../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,"A concession stand sold 150 items during a game. The table shows the sales of popcorn and pretzels. Based on the data, what is the probability that a randomly selected item sold was popcorn?",../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,"The table summarizes the 120 members of a gym by membership type and their primary activity. If a member is chosen at random, what is the probability that the member's primary activity is weightlifting?",../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,"A bag contains 50 marbles of different colors. The number of marbles of each color is shown in the table. If a marble is drawn from the bag at random, what is the probability that it is NOT blue?",../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,"The table shows the results of a survey of 250 employees at a company about their preferred work location. Based on the table, what is the probability that an employee chosen at random prefers to work from home?",../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,"A small movie theater tracked ticket sales for a weekend. The results for 600 tickets are in the table. If a ticket is selected at random, what is the probability it was for a matinee showing?",../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,The spinner shown is divided into 8 equal sections. What is the probability that the spinner will land on a section labeled 'A'?,../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,"A restaurant served 180 customers on a Saturday. The table shows whether they ordered an appetizer and a dessert. If a customer is selected at random, what is the probability that the customer ordered an appetizer?",../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,"The table shows the distribution of 75 pets at an animal shelter. If a pet is selected at random, what is the probability of selecting a dog?",../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,"The table shows the number of T-shirts in a store's inventory, categorized by color and size. There are 300 T-shirts in total. What is the probability that a randomly selected T-shirt is a size Large?",../sat_with_images
Probability and conditional probability,Problem-Solving and Data Analysis,Easy,A survey asked 100 students if they prefer reading e-books or physical books. The results are in the table. What is the probability a randomly selected student is a high school student?,../sat_with_images
